mine_id,mine_name,latitude,longitude,date,avg_temp_c,max_temp_c,min_temp_c,data_source
10,Mine_00010,12.263231,80.227745,2025-01,16.37,21.68,11.06,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-02,14.64,20.97,8.32,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-03,29.08,36.36,21.81,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-04,27.22,32.91,21.52,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-05,29.59,33.98,25.21,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-06,21.76,28.57,14.95,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-07,25.25,32.54,17.96,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-08,24.12,32.19,16.05,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-09,23.44,29.47,17.41,synthetic_era5
10,Mine_00010,12.263231,80.227745,2025-10,22.45,27.13,17.77,synthetic_era5
11,Mine_00011,11.137442,78.343754,2024-11,22.97,29.95,15.99,synthetic_era5
11,Mine_00011,11.137442,78.343754,2024-12,16.97,22.43,11.5,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-01,17.33,21.41,13.25,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-02,17.68,23.77,11.58,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-03,30.91,39.04,22.78,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-04,28.97,35.17,22.77,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-05,31.46,37.19,25.73,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-06,25.07,31.1,19.03,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-07,24.4,28.91,19.89,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-08,22.34,27.69,16.99,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-09,23.85,29.09,18.61,synthetic_era5
11,Mine_00011,11.137442,78.343754,2025-10,25.34,31.81,18.87,synthetic_era5
12,Mine_00012,12.558056,77.60539,2024-11,23.3,28.42,18.18,synthetic_era5
12,Mine_00012,12.558056,77.60539,2024-12,17.6,25.37,9.82,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-01,17.27,23.86,10.68,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-02,16.89,22.97,10.81,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-03,31.65,38.63,24.67,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-04,30.65,37.07,24.22,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-05,28.97,35.91,22.03,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-06,22.56,28.81,16.31,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-07,23.46,31.5,15.43,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-08,22.39,28.24,16.54,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-09,23.56,28.63,18.49,synthetic_era5
12,Mine_00012,12.558056,77.60539,2025-10,23.82,30.21,17.43,synthetic_era5
13,Mine_00013,8.086,77.905307,2024-11,26.56,34.79,18.34,synthetic_era5
13,Mine_00013,8.086,77.905307,2024-12,17.61,22.27,12.94,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-01,17.86,22.21,13.51,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-02,20.64,27.44,13.83,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-03,30.8,37.56,24.04,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-04,29.84,36.46,23.21,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-05,32.29,39.16,25.43,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-06,27.42,34.92,19.92,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-07,26.69,33.55,19.83,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-08,25.24,32.0,18.49,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-09,25.28,32.39,18.17,synthetic_era5
13,Mine_00013,8.086,77.905307,2025-10,25.46,29.06,21.86,synthetic_era5
14,Mine_00014,9.093633,79.201039,2024-11,25.81,31.99,19.62,synthetic_era5
14,Mine_00014,9.093633,79.201039,2024-12,17.34,24.88,9.79,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-01,19.0,26.59,11.42,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-02,17.6,24.96,10.24,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-03,28.71,34.64,22.78,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-04,29.72,35.17,24.27,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-05,30.37,36.61,24.13,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-06,24.91,29.66,20.17,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-07,23.5,29.59,17.41,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-08,25.97,32.04,19.91,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-09,25.85,30.96,20.75,synthetic_era5
14,Mine_00014,9.093633,79.201039,2025-10,24.94,29.77,20.11,synthetic_era5
15,Mine_00015,11.580924,80.117319,2024-11,22.58,28.55,16.62,synthetic_era5
15,Mine_00015,11.580924,80.117319,2024-12,18.17,25.83,10.51,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-01,15.98,20.28,11.67,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-02,18.45,24.51,12.39,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-03,29.05,36.59,21.52,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-04,28.03,34.01,22.04,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-05,30.74,38.54,22.95,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-06,21.84,27.23,16.44,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-07,21.78,27.35,16.21,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-08,25.3,32.29,18.31,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-09,23.8,30.98,16.62,synthetic_era5
15,Mine_00015,11.580924,80.117319,2025-10,23.66,29.74,17.58,synthetic_era5
16,Mine_00016,10.0395,79.009786,2024-11,24.63,30.14,19.11,synthetic_era5
16,Mine_00016,10.0395,79.009786,2024-12,18.58,24.11,13.04,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-01,17.82,26.26,9.37,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-02,17.48,24.04,10.92,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-03,30.84,38.73,22.96,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-04,30.55,36.43,24.67,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-05,32.52,38.16,26.88,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-06,25.52,33.76,17.28,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-07,24.84,28.98,20.7,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-08,23.41,30.6,16.21,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-09,22.32,28.25,16.39,synthetic_era5
16,Mine_00016,10.0395,79.009786,2025-10,25.83,31.99,19.67,synthetic_era5
17,Mine_00017,11.086839,77.723171,2024-11,26.47,32.68,20.26,synthetic_era5
17,Mine_00017,11.086839,77.723171,2024-12,18.62,26.22,11.01,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-01,18.24,25.83,10.64,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-02,16.04,23.0,9.08,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-03,29.79,36.7,22.87,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-04,29.95,38.37,21.53,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-05,30.02,35.48,24.57,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-06,23.99,31.37,16.62,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-07,23.7,29.83,17.57,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-08,24.33,31.76,16.89,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-09,24.46,32.92,15.99,synthetic_era5
17,Mine_00017,11.086839,77.723171,2025-10,22.06,27.74,16.37,synthetic_era5
18,Mine_00018,9.297917,77.152307,2024-11,25.11,32.59,17.62,synthetic_era5
18,Mine_00018,9.297917,77.152307,2024-12,16.08,22.73,9.43,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-01,19.41,24.5,14.32,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-02,16.85,21.78,11.91,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-03,31.21,38.21,24.2,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-04,30.99,35.68,26.29,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-05,33.05,39.72,26.38,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-06,25.57,32.89,18.25,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-07,27.28,33.88,20.68,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-08,24.4,28.7,20.1,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-09,23.72,30.43,17.0,synthetic_era5
18,Mine_00018,9.297917,77.152307,2025-10,24.46,28.51,20.4,synthetic_era5
19,Mine_00019,8.593403,76.141431,2024-11,26.27,32.93,19.61,synthetic_era5
19,Mine_00019,8.593403,76.141431,2024-12,18.21,25.57,10.84,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-01,19.82,27.45,12.18,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-02,16.27,21.85,10.69,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-03,29.63,35.66,23.61,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-04,29.2,35.49,22.9,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-05,30.65,34.73,26.57,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-06,26.6,32.67,20.53,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-07,25.08,32.34,17.81,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-08,24.86,29.33,20.38,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-09,24.97,30.13,19.8,synthetic_era5
19,Mine_00019,8.593403,76.141431,2025-10,24.45,31.49,17.42,synthetic_era5
20,Mine_00020,12.991616,77.121815,2024-11,21.5,27.99,15.0,synthetic_era5
20,Mine_00020,12.991616,77.121815,2024-12,16.79,23.06,10.52,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-01,18.07,23.8,12.33,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-02,16.0,23.99,8.02,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-03,29.11,34.72,23.49,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-04,30.48,37.09,23.87,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-05,28.32,34.5,22.13,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-06,25.35,32.07,18.64,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-07,23.92,31.65,16.19,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-08,22.63,28.85,16.41,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-09,23.62,29.92,17.31,synthetic_era5
20,Mine_00020,12.991616,77.121815,2025-10,23.56,30.6,16.52,synthetic_era5
21,Mine_00021,8.42339,77.303882,2024-11,23.37,29.38,17.36,synthetic_era5
21,Mine_00021,8.42339,77.303882,2024-12,16.95,22.62,11.28,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-01,18.29,25.32,11.25,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-02,18.58,25.55,11.61,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-03,31.38,38.22,24.54,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-04,31.8,39.83,23.77,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-05,30.9,38.09,23.72,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-06,26.13,30.51,21.75,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-07,25.85,32.8,18.89,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-08,25.43,33.35,17.52,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-09,23.67,29.05,18.29,synthetic_era5
21,Mine_00021,8.42339,77.303882,2025-10,25.05,30.88,19.22,synthetic_era5
22,Mine_00022,12.793033,79.616524,2024-11,24.82,30.08,19.56,synthetic_era5
22,Mine_00022,12.793033,79.616524,2024-12,16.47,24.24,8.7,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-01,15.36,20.22,10.51,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-02,17.15,21.83,12.46,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-03,29.29,37.02,21.57,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-04,30.02,38.5,21.54,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-05,27.73,32.88,22.59,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-06,23.09,31.07,15.11,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-07,23.54,27.55,19.54,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-08,21.3,27.15,15.45,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-09,22.52,29.29,15.76,synthetic_era5
22,Mine_00022,12.793033,79.616524,2025-10,22.89,31.13,14.65,synthetic_era5
23,Mine_00023,12.440921,80.032411,2024-11,24.0,29.68,18.32,synthetic_era5
23,Mine_00023,12.440921,80.032411,2024-12,17.65,25.07,10.22,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-01,15.16,20.58,9.75,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-02,15.72,22.66,8.77,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-03,27.24,33.13,21.35,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-04,30.68,37.16,24.2,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-05,30.9,36.91,24.88,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-06,23.29,27.54,19.04,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-07,24.21,29.81,18.61,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-08,23.68,31.66,15.71,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-09,25.23,31.61,18.85,synthetic_era5
23,Mine_00023,12.440921,80.032411,2025-10,23.08,28.17,17.99,synthetic_era5
24,Mine_00024,10.349093,79.681066,2024-11,23.98,28.03,19.92,synthetic_era5
24,Mine_00024,10.349093,79.681066,2024-12,16.72,23.5,9.94,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-01,17.62,22.61,12.63,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-02,18.41,24.15,12.68,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-03,32.56,38.78,26.34,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-04,29.66,36.98,22.33,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-05,30.5,35.06,25.93,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-06,25.5,33.37,17.64,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-07,24.34,28.04,20.64,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-08,25.51,32.84,18.17,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-09,25.7,30.8,20.6,synthetic_era5
24,Mine_00024,10.349093,79.681066,2025-10,24.43,28.27,20.59,synthetic_era5
25,Mine_00025,10.295761,76.999485,2024-11,24.91,30.3,19.51,synthetic_era5
25,Mine_00025,10.295761,76.999485,2024-12,17.38,23.94,10.81,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-01,16.53,23.12,9.94,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-02,18.04,22.25,13.84,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-03,32.46,39.8,25.11,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-04,31.84,38.49,25.19,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-05,30.42,34.73,26.11,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-06,25.29,29.99,20.59,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-07,25.15,32.98,17.33,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-08,26.5,33.43,19.58,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-09,24.71,28.77,20.65,synthetic_era5
25,Mine_00025,10.295761,76.999485,2025-10,24.49,28.64,20.34,synthetic_era5
26,Mine_00026,9.777616,78.334558,2024-11,24.34,32.06,16.62,synthetic_era5
26,Mine_00026,9.777616,78.334558,2024-12,19.42,26.56,12.28,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-01,16.62,22.92,10.33,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-02,17.89,25.55,10.23,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-03,32.77,40.01,25.53,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-04,29.3,34.7,23.9,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-05,31.97,39.3,24.64,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-06,24.02,29.76,18.28,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-07,24.77,30.72,18.81,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-08,23.15,28.76,17.54,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-09,24.78,31.53,18.03,synthetic_era5
26,Mine_00026,9.777616,78.334558,2025-10,23.79,30.02,17.56,synthetic_era5
27,Mine_00027,13.29346,77.13302,2024-11,23.49,30.66,16.32,synthetic_era5
27,Mine_00027,13.29346,77.13302,2024-12,16.73,22.57,10.88,synthetic_era5
27,Mine_00027,13.29346,77.13302,2025-01,14.36,19.9,8.82,synthetic_era5
27,Mine_00027,13.29346,77.13302,2025-02,16.06,22.96,9.15,synthetic_era5
