mine_id,mine_name,latitude,longitude,date,rainfall_mm,data_source
6,Mine_00006,8.255477,78.733952,2025-02,15.17,synthetic_imd
6,Mine_00006,8.255477,78.733952,2025-03,18.11,synthetic_imd
6,Mine_00006,8.255477,78.733952,2025-04,18.19,synthetic_imd
6,Mine_00006,8.255477,78.733952,2025-05,10.4,synthetic_imd
6,Mine_00006,8.255477,78.733952,2025-06,130.78,synthetic_imd
6,Mine_00006,8.255477,78.733952,2025-07,127.59,synthetic_imd
6,Mine_00006,8.255477,78.733952,2025-08,202.98,synthetic_imd
6,Mine_00006,8.255477,78.733952,2025-09,99.18,synthetic_imd
6,Mine_00006,8.255477,78.733952,2025-10,98.88,synthetic_imd
7,Mine_00007,11.098085,77.734374,2024-11,248.78,synthetic_imd
7,Mine_00007,11.098085,77.734374,2024-12,238.8,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-01,211.2,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-02,30.1,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-03,37.78,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-04,22.1,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-05,50.22,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-06,172.39,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-07,255.4,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-08,297.26,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-09,223.46,synthetic_imd
7,Mine_00007,11.098085,77.734374,2025-10,174.08,synthetic_imd
8,Mine_00008,11.354982,79.749377,2024-11,374.75,synthetic_imd
8,Mine_00008,11.354982,79.749377,2024-12,131.86,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-01,117.96,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-02,40.42,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-03,45.41,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-04,33.92,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-05,35.36,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-06,280.77,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-07,365.3,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-08,422.56,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-09,238.8,synthetic_imd
8,Mine_00008,11.354982,79.749377,2025-10,356.36,synthetic_imd
9,Mine_00009,12.154488,77.913201,2024-11,264.56,synthetic_imd
9,Mine_00009,12.154488,77.913201,2024-12,243.88,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-01,283.04,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-02,52.93,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-03,37.79,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-04,54.56,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-05,33.32,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-06,343.66,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-07,494.99,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-08,472.87,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-09,292.97,synthetic_imd
9,Mine_00009,12.154488,77.913201,2025-10,377.14,synthetic_imd
10,Mine_00010,12.263231,80.227745,2024-11,353.05,synthetic_imd
10,Mine_00010,12.263231,80.227745,2024-12,264.43,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-01,171.0,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-02,35.74,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-03,55.79,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-04,51.0,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-05,35.57,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-06,265.53,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-07,231.25,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-08,253.51,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-09,446.16,synthetic_imd
10,Mine_00010,12.263231,80.227745,2025-10,476.64,synthetic_imd
11,Mine_00011,11.137442,78.343754,2024-11,291.5,synthetic_imd
11,Mine_00011,11.137442,78.343754,2024-12,177.18,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-01,243.0,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-02,35.47,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-03,19.35,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-04,40.65,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-05,30.06,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-06,184.29,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-07,245.26,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-08,240.08,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-09,178.02,synthetic_imd
11,Mine_00011,11.137442,78.343754,2025-10,260.12,synthetic_imd
12,Mine_00012,12.558056,77.60539,2024-11,363.97,synthetic_imd
12,Mine_00012,12.558056,77.60539,2024-12,213.08,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-01,176.39,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-02,61.84,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-03,25.23,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-04,59.86,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-05,26.18,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-06,178.85,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-07,516.43,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-08,256.33,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-09,469.6,synthetic_imd
12,Mine_00012,12.558056,77.60539,2025-10,356.58,synthetic_imd
13,Mine_00013,8.086,77.905307,2024-11,152.63,synthetic_imd
13,Mine_00013,8.086,77.905307,2024-12,78.93,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-01,43.94,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-02,12.58,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-03,12.54,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-04,18.18,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-05,10.39,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-06,130.85,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-07,85.82,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-08,71.7,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-09,103.56,synthetic_imd
13,Mine_00013,8.086,77.905307,2025-10,171.74,synthetic_imd
14,Mine_00014,9.093633,79.201039,2024-11,165.7,synthetic_imd
14,Mine_00014,9.093633,79.201039,2024-12,146.55,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-01,61.01,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-02,19.88,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-03,17.88,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-04,28.83,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-05,26.17,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-06,237.96,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-07,162.73,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-08,252.45,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-09,238.87,synthetic_imd
14,Mine_00014,9.093633,79.201039,2025-10,101.42,synthetic_imd
15,Mine_00015,11.580924,80.117319,2024-11,413.59,synthetic_imd
15,Mine_00015,11.580924,80.117319,2024-12,122.5,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-01,228.18,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-02,31.27,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-03,44.71,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-04,35.63,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-05,53.9,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-06,294.77,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-07,278.64,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-08,315.06,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-09,405.87,synthetic_imd
15,Mine_00015,11.580924,80.117319,2025-10,261.17,synthetic_imd
16,Mine_00016,10.0395,79.009786,2024-11,251.79,synthetic_imd
16,Mine_00016,10.0395,79.009786,2024-12,124.98,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-01,131.54,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-02,40.49,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-03,37.94,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-04,37.06,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-05,39.22,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-06,303.14,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-07,250.8,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-08,326.24,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-09,212.13,synthetic_imd
16,Mine_00016,10.0395,79.009786,2025-10,225.78,synthetic_imd
17,Mine_00017,11.086839,77.723171,2024-11,398.86,synthetic_imd
17,Mine_00017,11.086839,77.723171,2024-12,87.89,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-01,84.71,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-02,44.28,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-03,48.34,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-04,28.18,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-05,42.26,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-06,236.5,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-07,243.56,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-08,213.13,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-09,249.72,synthetic_imd
17,Mine_00017,11.086839,77.723171,2025-10,402.24,synthetic_imd
18,Mine_00018,9.297917,77.152307,2024-11,109.83,synthetic_imd
18,Mine_00018,9.297917,77.152307,2024-12,73.14,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-01,120.67,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-02,34.16,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-03,15.2,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-04,13.81,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-05,22.01,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-06,139.82,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-07,108.38,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-08,121.75,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-09,129.33,synthetic_imd
18,Mine_00018,9.297917,77.152307,2025-10,175.68,synthetic_imd
19,Mine_00019,8.593403,76.141431,2024-11,96.72,synthetic_imd
19,Mine_00019,8.593403,76.141431,2024-12,75.56,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-01,128.85,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-02,26.45,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-03,17.76,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-04,27.52,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-05,21.94,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-06,209.05,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-07,202.24,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-08,151.94,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-09,210.88,synthetic_imd
19,Mine_00019,8.593403,76.141431,2025-10,94.68,synthetic_imd
20,Mine_00020,12.991616,77.121815,2024-11,552.43,synthetic_imd
20,Mine_00020,12.991616,77.121815,2024-12,234.3,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-01,224.5,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-02,38.65,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-03,28.07,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-04,39.63,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-05,39.05,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-06,398.86,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-07,496.14,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-08,191.0,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-09,496.9,synthetic_imd
20,Mine_00020,12.991616,77.121815,2025-10,373.41,synthetic_imd
21,Mine_00021,8.42339,77.303882,2024-11,184.97,synthetic_imd
21,Mine_00021,8.42339,77.303882,2024-12,75.77,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-01,112.59,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-02,9.39,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-03,10.34,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-04,17.02,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-05,22.15,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-06,157.02,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-07,181.26,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-08,145.77,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-09,188.45,synthetic_imd
21,Mine_00021,8.42339,77.303882,2025-10,168.37,synthetic_imd
22,Mine_00022,12.793033,79.616524,2024-11,432.02,synthetic_imd
22,Mine_00022,12.793033,79.616524,2024-12,286.47,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-01,142.93,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-02,53.74,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-03,23.75,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-04,40.96,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-05,53.19,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-06,291.68,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-07,408.42,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-08,401.3,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-09,439.75,synthetic_imd
22,Mine_00022,12.793033,79.616524,2025-10,539.13,synthetic_imd
23,Mine_00023,12.440921,80.032411,2024-11,459.9,synthetic_imd
23,Mine_00023,12.440921,80.032411,2024-12,233.08,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-01,297.14,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-02,33.8,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-03,28.42,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-04,23.1,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-05,53.1,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-06,313.97,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-07,241.84,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-08,251.69,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-09,188.15,synthetic_imd
23,Mine_00023,12.440921,80.032411,2025-10,497.07,synthetic_imd
24,Mine_00024,10.349093,79.681066,2024-11,307.02,synthetic_imd
24,Mine_00024,10.349093,79.681066,2024-12,164.11,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-01,109.26,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-02,31.58,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-03,18.64,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-04,18.03,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-05,16.5,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-06,158.51,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-07,260.73,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-08,258.49,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-09,174.92,synthetic_imd
24,Mine_00024,10.349093,79.681066,2025-10,329.92,synthetic_imd
25,Mine_00025,10.295761,76.999485,2024-11,131.9,synthetic_imd
25,Mine_00025,10.295761,76.999485,2024-12,85.08,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-01,152.82,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-02,27.96,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-03,25.63,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-04,27.29,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-05,43.03,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-06,131.25,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-07,290.99,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-08,137.94,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-09,339.24,synthetic_imd
25,Mine_00025,10.295761,76.999485,2025-10,188.01,synthetic_imd
26,Mine_00026,9.777616,78.334558,2024-11,235.55,synthetic_imd
26,Mine_00026,9.777616,78.334558,2024-12,187.01,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-01,163.45,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-02,13.86,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-03,34.19,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-04,13.92,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-05,33.68,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-06,198.86,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-07,172.87,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-08,294.0,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-09,253.39,synthetic_imd
26,Mine_00026,9.777616,78.334558,2025-10,137.05,synthetic_imd
27,Mine_00027,13.29346,77.13302,2024-11,279.87,synthetic_imd
27,Mine_00027,13.29346,77.13302,2024-12,212.17,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-01,122.39,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-02,63.27,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-03,45.51,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-04,57.1,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-05,52.49,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-06,267.72,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-07,435.97,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-08,435.48,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-09,508.11,synthetic_imd
27,Mine_00027,13.29346,77.13302,2025-10,375.09,synthetic_imd
28,Mine_00028,8.202878,78.74304,2024-11,106.91,synthetic_imd
28,Mine_00028,8.202878,78.74304,2024-12,66.37,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-01,76.69,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-02,23.71,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-03,13.63,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-04,18.68,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-05,20.65,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-06,161.4,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-07,181.83,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-08,68.91,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-09,124.38,synthetic_imd
28,Mine_00028,8.202878,78.74304,2025-10,121.76,synthetic_imd
29,Mine_00029,12.995462,77.078029,2024-11,260.14,synthetic_imd
29,Mine_00029,12.995462,77.078029,2024-12,334.35,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-01,255.09,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-02,50.95,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-03,32.07,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-04,63.18,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-05,46.71,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-06,423.48,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-07,354.3,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-08,479.65,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-09,239.45,synthetic_imd
29,Mine_00029,12.995462,77.078029,2025-10,428.35,synthetic_imd
30,Mine_00030,9.331304,79.02461,2024-11,284.42,synthetic_imd
30,Mine_00030,9.331304,79.02461,2024-12,59.84,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-01,128.14,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-02,21.5,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-03,18.29,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-04,31.08,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-05,12.76,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-06,195.44,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-07,166.43,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-08,193.32,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-09,125.19,synthetic_imd
30,Mine_00030,9.331304,79.02461,2025-10,185.93,synthetic_imd
31,Mine_00031,10.022807,78.845376,2024-11,280.2,synthetic_imd
31,Mine_00031,10.022807,78.845376,2024-12,107.78,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-01,71.83,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-02,35.6,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-03,17.59,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-04,26.47,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-05,18.99,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-06,288.51,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-07,124.05,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-08,322.37,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-09,285.16,synthetic_imd
31,Mine_00031,10.022807,78.845376,2025-10,120.69,synthetic_imd
32,Mine_00032,12.594164,77.44351,2024-11,277.44,synthetic_imd
32,Mine_00032,12.594164,77.44351,2024-12,150.69,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-01,117.44,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-02,37.74,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-03,56.65,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-04,43.31,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-05,44.0,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-06,341.49,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-07,473.93,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-08,193.69,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-09,273.19,synthetic_imd
32,Mine_00032,12.594164,77.44351,2025-10,477.3,synthetic_imd
33,Mine_00033,11.726604,76.074645,2024-11,332.15,synthetic_imd
33,Mine_00033,11.726604,76.074645,2024-12,113.25,synthetic_imd
33,Mine_00033,11.726604,76.074645,2025-01,276.56,synthetic_imd
