mine_name,district,mineral_type,lease_area_ha,latitude,longitude,status
Mine_00126,Kanyakumari,Marble,3.68,12.432257,76.250441,Active
Mine_00127,Karur,Sand,1.0,11.833288,80.48765,Active
Mine_00128,Cuddalore,Limestone,99.75,8.02915,80.387802,Active
Mine_00129,Cuddalore,Iron Ore,50.7,10.942702,78.144788,Active
Mine_00130,Virudhunagar,Marble,137.67,11.910239,76.897781,Active
Mine_00131,Tiruppur,Granite,49.13,12.222787,76.392806,Active
Mine_00132,Madurai,Sand,30.42,8.285029,77.514719,Active
Mine_00133,Dindigul,Sandstone,184.05,9.772946,79.644435,Active
Mine_00134,Krishnagiri,Sand,57.12,11.276013,78.122093,Active
Mine_00135,Dharmapuri,Silica Sand,76.08,12.10286,77.838332,Active
Mine_00136,Madurai,Granite,19.07,13.095472,79.247184,Active
Mine_00137,Ariyalur,Iron Ore,9.01,8.900108,76.739196,Active
Mine_00138,Tiruvannamalai,Iron Ore,29.62,9.973568,79.947402,Active
Mine_00139,Erode,Salt,50.04,12.948171,78.808457,Active
Mine_00140,Krishnagiri,Sand,34.46,9.954493,77.761669,Active
Mine_00141,Salem,Silica Sand,10.4,10.985671,77.941877,Active
Mine_00142,Dharmapuri,Sand,47.33,8.917019,79.953831,Active
Mine_00143,Krishnagiri,Marble,34.05,13.487309,79.385814,Active
Mine_00144,Tiruvannamalai,Iron Ore,1.36,11.134393,79.431064,Active
Mine_00145,Dindigul,Granite,30.76,10.083519,78.056501,Active
Mine_00146,Tiruppur,Salt,31.05,10.674966,77.840298,Active
Mine_00147,Virudhunagar,Limestone,36.5,11.110296,79.222806,Active
Mine_00148,Tiruvannamalai,Marble,95.64,11.208655,77.803831,Active
Mine_00149,Tirunelveli,Limestone,6.66,11.224264,78.276499,Closed
Mine_00150,Krishnagiri,Sand,35.95,8.56217,80.134377,Active
Mine_00151,Tiruvannamalai,Salt,42.15,12.241857,77.684959,Active
Mine_00152,Karur,Silica Sand,4.4,12.622418,80.098088,Active
Mine_00153,Krishnagiri,Silica Sand,7.24,9.024765,79.768709,Active
Mine_00154,Krishnagiri,Sand,10.32,11.343419,77.706876,Active
Mine_00155,Karur,Limestone,1.0,9.834245,77.791759,Active
Mine_00156,Madurai,Silica Sand,17.04,12.056257,78.034981,Active
Mine_00157,Madurai,Iron Ore,6.07,8.970128,78.242655,Active
Mine_00158,Cuddalore,Sandstone,18.0,11.193236,78.845189,Closed
Mine_00159,Erode,Sandstone,148.43,10.524439,78.507874,Active
Mine_00160,Ariyalur,Granite,14.84,10.18525,77.92055,Active
Mine_00161,Namakkal,Silica Sand,8.46,8.201023,78.124301,Active
Mine_00162,Ariyalur,Iron Ore,59.76,10.493089,78.359756,Active
Mine_00163,Coimbatore,Limestone,57.99,8.566398,77.504633,Active
Mine_00164,Perambalur,Iron Ore,12.63,11.541997,77.839304,Active
Mine_00165,Erode,Sand,1.1,9.220847,77.039837,Active
Mine_00166,Ariyalur,Silica Sand,33.71,12.881033,78.505247,Active
Mine_00167,Ariyalur,Limestone,179.42,11.317586,79.630826,Active
Mine_00168,Kanyakumari,Marble,6.08,10.235158,77.457955,Closed
Mine_00169,Erode,Sand,53.26,12.664705,76.552496,Active
Mine_00170,Namakkal,Marble,48.69,13.008432,78.811426,Active
Mine_00171,Madurai,Limestone,18.04,8.188255,79.737945,Active
Mine_00172,Tiruvannamalai,Silica Sand,18.02,12.735874,76.987797,Active
Mine_00173,Theni,Salt,33.37,13.41952,78.119795,Active
Mine_00174,Coimbatore,Limestone,12.52,10.978988,78.850652,Active
Mine_00175,Perambalur,Granite,72.06,13.414212,78.365606,Active
Mine_00176,Virudhunagar,Limestone,1.0,13.028643,76.52988,Active
Mine_00177,Vellore,Granite,32.31,11.582812,79.733838,Active
Mine_00178,Dindigul,Silica Sand,92.11,12.806395,78.688359,Active
Mine_00179,Theni,Sandstone,7.71,13.029266,77.884467,Active
Mine_00180,Tuticorin,Salt,127.41,9.01404,76.406516,Active
Mine_00181,Namakkal,Limestone,72.58,10.404564,80.119812,Active
Mine_00182,Perambalur,Salt,25.85,11.650191,80.215734,Active
Mine_00183,Tiruvannamalai,Salt,1.27,9.442452,78.677851,Active
Mine_00184,Madurai,Granite,36.34,9.838341,79.469105,Active
Mine_00185,Karur,Granite,21.3,11.877091,78.692287,Active
Mine_00186,Perambalur,Iron Ore,64.26,11.820831,77.224653,Active
Mine_00187,Salem,Marble,3.84,13.045225,76.615684,Active
Mine_00188,Dindigul,Granite,8.19,10.980455,79.928256,Active
Mine_00189,Ariyalur,Sand,43.01,11.807521,79.82138,Active
Mine_00190,Erode,Granite,47.26,8.283777,79.014629,Active
Mine_00191,Dindigul,Salt,7.97,11.123699,80.119697,Closed
Mine_00192,Tuticorin,Sand,14.12,13.084179,80.369762,Active
Mine_00193,Erode,Sand,74.46,9.755053,79.73012,Active
Mine_00194,Coimbatore,Silica Sand,10.46,8.663118,76.346289,Active
Mine_00195,Tiruvannamalai,Iron Ore,51.61,8.35946,77.418807,Active
Mine_00196,Coimbatore,Marble,15.35,11.442403,79.9869,Active
Mine_00197,Dindigul,Marble,1.0,12.785544,76.095712,Active
Mine_00198,Virudhunagar,Sandstone,107.88,8.385163,76.042684,Active
Mine_00199,Coimbatore,Sandstone,26.14,11.194165,77.222591,Active
Mine_00200,Dindigul,Silica Sand,21.88,12.056703,77.074497,Active
Mine_00201,Dharmapuri,Sandstone,13.54,9.629695,77.051235,Active
Mine_00202,Kanyakumari,Granite,1.85,8.602072,77.762336,Closed
Mine_00203,Vellore,Marble,63.98,9.424405,78.648494,Closed
Mine_00204,Perambalur,Salt,36.73,12.970482,80.451332,Active
Mine_00205,Perambalur,Marble,20.54,12.608042,77.037561,Active
Mine_00206,Namakkal,Sandstone,1.92,10.112498,76.165294,Active
Mine_00207,Dharmapuri,Salt,2.38,13.330064,79.977036,Active
Mine_00208,Dharmapuri,Marble,7.64,10.179331,79.412073,Closed
Mine_00209,Coimbatore,Salt,24.9,11.426156,79.365422,Active
Mine_00210,Karur,Marble,3.84,12.826035,77.1952,Active
Mine_00211,Karur,Iron Ore,79.26,12.452338,78.948589,Closed
Mine_00212,Tiruvannamalai,Iron Ore,21.0,10.049787,77.168892,Active
Mine_00213,Tiruvannamalai,Salt,3.38,9.211008,79.074664,Active
Mine_00214,Tiruvannamalai,Sandstone,27.34,10.643226,78.665835,Active
Mine_00215,Dharmapuri,Salt,31.39,12.754711,79.302595,Active
Mine_00216,Namakkal,Salt,76.04,12.770118,79.187633,Active
Mine_00217,Madurai,Sandstone,45.59,11.402363,79.387225,Active
Mine_00218,Perambalur,Sandstone,82.18,8.16086,79.716175,Active
Mine_00219,Dindigul,Salt,54.43,8.884179,79.680852,Active
Mine_00220,Tuticorin,Sandstone,1.0,9.57871,78.776171,Active
Mine_00221,Coimbatore,Granite,12.03,11.487031,78.429934,Active
Mine_00222,Dharmapuri,Salt,57.26,10.976966,80.333464,Active
Mine_00223,Tirunelveli,Silica Sand,62.2,8.955644,79.468843,Active
Mine_00224,Vellore,Iron Ore,58.96,11.897146,78.131082,Active
Mine_00225,Erode,Limestone,45.09,10.452771,78.914081,Closed
Mine_00226,Tiruppur,Sandstone,2.72,12.518321,77.673251,Active
Mine_00227,Namakkal,Iron Ore,23.62,9.504947,80.48706,Active
Mine_00228,Coimbatore,Iron Ore,7.15,12.371453,79.12157,Active
Mine_00229,Tiruppur,Salt,45.64,11.599812,77.229668,Active
Mine_00230,Coimbatore,Silica Sand,22.65,13.189888,77.888773,Active
Mine_00231,Tiruppur,Silica Sand,23.36,9.715736,77.443342,Active
Mine_00232,Cuddalore,Sand,8.94,12.774675,79.217158,Active
Mine_00233,Erode,Sand,31.34,8.875852,76.916656,Active
Mine_00234,Ariyalur,Sand,30.23,8.09824,79.58559,Active
Mine_00235,Theni,Sandstone,137.07,9.020024,78.079438,Closed
Mine_00236,Tuticorin,Sand,46.28,10.366682,76.902361,Active
Mine_00237,Salem,Salt,166.29,8.822694,78.090694,Active
Mine_00238,Erode,Silica Sand,51.19,11.613411,79.406767,Closed
Mine_00239,Cuddalore,Granite,26.2,8.577116,77.089203,Active
Mine_00240,Tuticorin,Salt,26.34,9.156923,77.557075,Active
Mine_00241,Ariyalur,Salt,3.01,10.938332,79.971401,Closed
Mine_00242,Krishnagiri,Sandstone,20.23,8.729937,78.553934,Active
Mine_00243,Tuticorin,Limestone,8.93,8.921154,76.470555,Active
Mine_00244,Madurai,Sandstone,1.28,13.149167,76.233871,Active
Mine_00245,Karur,Limestone,117.76,11.439176,79.525402,Closed
Mine_00246,Tirunelveli,Iron Ore,43.25,11.041508,78.688641,Active
Mine_00247,Dharmapuri,Sand,52.61,8.448965,76.271584,Active
Mine_00248,Theni,Sandstone,38.26,9.809596,78.115822,Active
Mine_00249,Virudhunagar,Salt,22.74,8.240139,76.727526,Active
Mine_00250,Cuddalore,Limestone,16.16,10.983632,78.219746,Active
Mine_00251,Dindigul,Iron Ore,3.0,8.168589,77.159573,Active
Mine_00252,Theni,Granite,51.96,12.084886,77.91472,Active
Mine_00253,Vellore,Marble,175.76,8.220601,79.901642,Active
Mine_00254,Karur,Marble,20.14,11.334038,78.689756,Active
Mine_00255,Vellore,Silica Sand,193.8,9.5612,77.61618,Active
Mine_00256,Dharmapuri,Sandstone,72.32,9.296857,79.492001,Active
Mine_00257,Vellore,Salt,40.05,10.050668,78.306768,Active
Mine_00258,Tiruvannamalai,Sandstone,22.99,8.535664,77.822594,Active
Mine_00259,Tuticorin,Salt,43.46,8.523938,78.934555,Active
Mine_00260,Salem,Iron Ore,15.73,12.254102,76.588931,Active
Mine_00261,Virudhunagar,Sand,10.77,8.404232,76.763911,Active
Mine_00262,Dindigul,Sandstone,70.62,10.369881,77.119214,Active
Mine_00263,Madurai,Marble,7.31,8.921906,76.165021,Active
Mine_00264,Tiruvannamalai,Sand,25.75,12.642937,79.625516,Active
Mine_00265,Tirunelveli,Sand,31.05,8.188033,80.440118,Active
Mine_00266,Karur,Sand,2.12,11.520016,77.011155,Active
Mine_00267,Tiruvannamalai,Sandstone,4.36,11.215689,79.096935,Active
Mine_00268,Tiruppur,Sandstone,46.33,8.095589,77.454088,Active
Mine_00269,Perambalur,Sand,29.5,9.884594,78.395102,Active
Mine_00270,Virudhunagar,Marble,9.02,11.703878,80.364604,Active
Mine_00271,Krishnagiri,Sand,23.46,12.774782,76.797174,Active
Mine_00272,Salem,Granite,115.74,11.757864,78.237286,Active
Mine_00273,Coimbatore,Limestone,33.82,8.167129,80.189269,Active
Mine_00274,Tuticorin,Marble,9.72,11.62387,77.77239,Active
Mine_00275,Tiruvannamalai,Granite,42.9,13.496775,76.216954,Active
Mine_00276,Karur,Granite,81.84,12.30312,78.551573,Active
Mine_00277,Karur,Iron Ore,20.71,9.798682,79.00417,Active
Mine_00278,Cuddalore,Limestone,63.94,10.395708,79.680254,Active
Mine_00279,Perambalur,Granite,39.79,11.354075,78.535475,Active
Mine_00280,Namakkal,Marble,36.3,11.001278,77.999888,Active
Mine_00281,Cuddalore,Limestone,7.38,11.534168,79.417049,Active
Mine_00282,Karur,Iron Ore,121.03,12.65942,80.114064,Active
Mine_00283,Theni,Sandstone,34.72,10.934814,78.735573,Active
Mine_00284,Kanyakumari,Sand,50.65,13.25538,76.082047,Active
Mine_00285,Madurai,Sand,2.96,13.25063,78.946119,Active
Mine_00286,Namakkal,Sand,26.09,9.070071,76.748492,Active
Mine_00287,Vellore,Salt,44.36,13.112832,78.395171,Active
Mine_00288,Ariyalur,Salt,50.58,10.199479,80.395264,Active
Mine_00289,Madurai,Sand,8.01,10.888399,79.190708,Active
Mine_00290,Coimbatore,Limestone,99.92,10.334901,76.391675,Active
Mine_00291,Krishnagiri,Marble,40.11,13.232718,78.707253,Active
Mine_00292,Karur,Limestone,37.77,10.260657,79.779376,Active
Mine_00293,Ariyalur,Salt,10.81,12.29289,77.236627,Active
Mine_00294,Namakkal,Marble,44.05,8.525444,78.807367,Active
Mine_00295,Krishnagiri,Sand,7.36,12.052806,79.882587,Active
Mine_00296,Coimbatore,Silica Sand,41.09,11.339017,78.460138,Active
Mine_00297,Dindigul,Granite,36.1,10.732218,80.445035,Active
Mine_00298,Dharmapuri,Sand,20.72,10.355098,79.22919,Active
Mine_00299,Coimbatore,Iron Ore,5.5,8.572603,79.259525,Closed
Mine_00300,Dindigul,Salt,3.31,8.47112,80.023859,Active
Mine_00301,Dharmapuri,Granite,10.28,9.95248,76.312407,Active
Mine_00302,Coimbatore,Marble,64.45,9.285416,78.430054,Active
Mine_00303,Cuddalore,Salt,30.45,9.783836,77.498509,Active
Mine_00304,Cuddalore,Limestone,43.37,11.067809,79.287927,Closed
Mine_00305,Tiruppur,Salt,3.72,13.289162,78.85732,Active
Mine_00306,Tirunelveli,Granite,21.07,10.32479,79.698129,Active
Mine_00307,Theni,Granite,159.03,10.611876,77.721368,Active
Mine_00308,Namakkal,Salt,53.45,12.227299,77.096455,Active
Mine_00309,Tiruppur,Silica Sand,62.03,12.755774,78.738189,Active
Mine_00310,Theni,Silica Sand,2.61,8.64707,77.023108,Active
Mine_00311,Virudhunagar,Limestone,17.01,9.314804,78.293759,Active
Mine_00312,Dharmapuri,Marble,114.16,12.803352,76.727939,Active
Mine_00313,Madurai,Sand,76.27,9.146808,80.187678,Closed
Mine_00314,Dindigul,Silica Sand,19.16,12.828859,79.906255,Active
Mine_00315,Cuddalore,Iron Ore,14.54,8.445056,77.813411,Active
Mine_00316,Salem,Iron Ore,16.99,13.365856,78.884374,Active
Mine_00317,Salem,Granite,15.06,11.33504,76.626391,Active
Mine_00318,Kanyakumari,Silica Sand,15.28,13.240386,79.713403,Active
Mine_00319,Virudhunagar,Sandstone,26.02,10.783592,77.046481,Active
Mine_00320,Virudhunagar,Marble,5.21,11.268599,80.214021,Active
Mine_00321,Tiruppur,Limestone,76.27,8.001829,76.079595,Active
Mine_00322,Salem,Marble,19.54,11.104426,76.863021,Active
Mine_00323,Salem,Silica Sand,2.38,11.822694,80.426555,Closed
Mine_00324,Namakkal,Granite,5.18,9.668013,76.454706,Active
Mine_00325,Kanyakumari,Salt,28.49,13.481833,79.662866,Active
Mine_00326,Perambalur,Marble,39.12,10.898728,77.917375,Active
Mine_00327,Tiruvannamalai,Marble,42.46,9.948299,78.364771,Active
Mine_00328,Tuticorin,Sand,58.67,8.060672,77.872693,Active
Mine_00329,Cuddalore,Sand,45.7,9.043322,78.785267,Active
Mine_00330,Virudhunagar,Sandstone,39.69,9.09371,76.290775,Active
Mine_00331,Vellore,Granite,31.76,10.499075,79.799607,Active
Mine_00332,Vellore,Limestone,53.48,10.6181,77.691497,Active
Mine_00333,Tiruppur,Sandstone,61.49,12.906466,80.299006,Active
Mine_00334,Coimbatore,Salt,46.61,10.406817,77.146018,Active
Mine_00335,Dindigul,Limestone,92.81,10.538126,78.867407,Active
Mine_00336,Salem,Salt,40.5,11.376635,76.299934,Active
Mine_00337,Virudhunagar,Iron Ore,177.84,10.438002,76.215239,Active
Mine_00338,Ariyalur,Granite,43.04,12.411718,76.474154,Active
Mine_00339,Coimbatore,Sandstone,19.61,10.540708,80.462148,Active
Mine_00340,Tiruppur,Sand,61.27,9.951627,77.854589,Closed
Mine_00341,Tiruvannamalai,Silica Sand,2.85,10.333633,76.371779,Active
Mine_00342,Kanyakumari,Marble,61.02,9.253133,80.391959,Active
Mine_00343,Tirunelveli,Limestone,11.8,9.433923,76.311644,Active
Mine_00344,Erode,Limestone,13.86,13.389837,78.708467,Active
Mine_00345,Kanyakumari,Salt,6.81,8.240546,76.498636,Active
Mine_00346,Erode,Sand,18.86,11.025506,77.748938,Active
Mine_00347,Erode,Silica Sand,105.42,11.717903,78.232215,Active
Mine_00348,Coimbatore,Salt,44.52,9.743074,79.956709,Closed
Mine_00349,Theni,Granite,40.43,9.215849,80.402788,Active
Mine_00350,Tuticorin,Salt,7.97,8.29622,77.440269,Active
Mine_00351,Madurai,Granite,1.77,8.906481,76.592779,Closed
Mine_00352,Tirunelveli,Marble,9.61,10.78219,79.783164,Active
Mine_00353,Virudhunagar,Silica Sand,35.7,10.795983,77.338968,Active
Mine_00354,Namakkal,Sand,82.64,11.499602,79.425047,Active
Mine_00355,Tirunelveli,Salt,1.0,9.356734,79.269078,Active
Mine_00356,Krishnagiri,Marble,20.53,12.40039,76.91816,Active
Mine_00357,Dindigul,Sandstone,38.28,9.034136,77.599231,Active
Mine_00358,Virudhunagar,Granite,1.0,12.185449,76.158901,Active
Mine_00359,Coimbatore,Silica Sand,126.87,10.023674,77.471192,Active
Mine_00360,Namakkal,Sand,83.71,13.479839,77.657393,Active
Mine_00361,Vellore,Marble,9.8,8.758026,78.983689,Active
Mine_00362,Ariyalur,Sand,38.66,9.955212,79.573888,Active
Mine_00363,Tiruppur,Granite,26.23,11.53279,76.291841,Active
Mine_00364,Kanyakumari,Limestone,32.9,11.319182,79.044106,Active
Mine_00365,Erode,Iron Ore,69.73,10.740406,76.346762,Active
Mine_00366,Virudhunagar,Marble,49.2,12.337382,78.327711,Active
Mine_00367,Kanyakumari,Sandstone,15.91,10.387107,76.398702,Active
Mine_00368,Tiruppur,Granite,53.22,13.490911,80.19901,Active
Mine_00369,Virudhunagar,Granite,40.44,12.321084,76.532513,Active
Mine_00370,Cuddalore,Sand,19.37,11.145297,78.644962,Active
Mine_00371,Tiruppur,Sandstone,7.23,11.851386,78.636146,Closed
Mine_00372,Virudhunagar,Silica Sand,14.19,13.173736,77.166835,Active
Mine_00373,Tuticorin,Limestone,73.79,9.023558,79.611895,Active
Mine_00374,Dindigul,Salt,5.73,8.443308,79.275727,Active
Mine_00375,Erode,Iron Ore,52.3,12.210321,76.715087,Active
Mine_00376,Theni,Marble,102.36,10.596332,76.060312,Active
Mine_00377,Theni,Limestone,12.14,9.358383,80.078146,Active
Mine_00378,Dindigul,Salt,22.41,12.646342,77.206626,Active
Mine_00379,Karur,Sandstone,1.9,11.408347,78.528968,Active
Mine_00380,Vellore,Limestone,17.07,12.949083,76.098205,Active
Mine_00381,Madurai,Marble,85.53,10.163963,79.725408,Active
Mine_00382,Tuticorin,Granite,155.59,8.797308,79.263201,Active
Mine_00383,Tiruvannamalai,Salt,14.77,13.208698,80.353103,Active
Mine_00384,Karur,Granite,10.21,9.380317,79.827772,Active
Mine_00385,Krishnagiri,Granite,10.32,10.221878,78.441456,Closed
Mine_00386,Perambalur,Silica Sand,37.96,9.243809,79.811134,Active
Mine_00387,Dindigul,Sandstone,43.65,9.188497,76.439031,Active
Mine_00388,Kanyakumari,Salt,55.34,9.598232,79.541366,Active
Mine_00389,Cuddalore,Marble,152.78,12.366943,78.237652,Active
Mine_00390,Perambalur,Sandstone,16.03,12.162133,78.337236,Active
Mine_00391,Ariyalur,Sandstone,7.05,9.405213,80.259871,Active
