mine_name,district,mineral_type,lease_area_ha,latitude,longitude,status
Unknown Quarry 78,Tamil Nadu,Granite,10.0,11.0020146,77.9130647,Active
Unknown Quarry 79,Tamil Nadu,Granite,10.0,11.0048726,77.9204012,Active
Unknown Quarry 80,Tamil Nadu,Granite,10.0,9.3720168,78.1714817,Active
Unknown Quarry 81,Tamil Nadu,Granite,10.0,9.8940121,78.4169548,Active
Unknown Quarry 82,Tamil Nadu,Granite,10.0,9.8956594,78.4247055,Active
Unknown Quarry 83,Tamil Nadu,Granite,10.0,9.8919635,78.4253744,Active
Unknown Quarry 84,Tamil Nadu,Granite,10.0,9.8896141,78.4028693,Active
Unknown Quarry 85,Tamil Nadu,Granite,10.0,9.5672181,78.1381207,Active
Unknown Quarry 86,Tamil Nadu,Granite,10.0,9.5774908,78.1322709,Active
Unknown Quarry 87,Tamil Nadu,Granite,10.0,9.9437387,78.2216564,Active
Unknown Quarry 88,Tamil Nadu,Granite,10.0,10.1065721,77.9616345,Active
Unknown Quarry 89,Tamil Nadu,Granite,10.0,9.9541751,78.2407649,Active
Unknown Quarry 90,Tamil Nadu,Granite,10.0,11.3225403,78.0618162,Active
Unknown Quarry 91,Tamil Nadu,Granite,10.0,11.4020886,78.045376,Active
Unknown Quarry 92,Tamil Nadu,Granite,10.0,11.3185262,78.0711512,Active
Unknown Quarry 93,Tamil Nadu,Granite,10.0,11.4005621,78.0487242,Active
Unknown Quarry 94,Tamil Nadu,Granite,10.0,11.4267881,77.9248501,Active
sri venkateshwara blue metals Quarry,Tamil Nadu,dimension_stone,10.0,11.2470637,76.9292656,Active
Unknown Quarry 96,Tamil Nadu,Granite,10.0,10.7137934,78.1152591,Active
Heritage Granites Quarry,Tamil Nadu,Granite,10.0,11.4551434,77.8634775,Active
Unknown Quarry 98,Tamil Nadu,Granite,10.0,8.2527743,77.1659104,Active
Unknown Quarry 99,Tamil Nadu,Granite,10.0,9.7180613,77.8326996,Active
Unknown Quarry 100,Tamil Nadu,Granite,10.0,12.2547705,79.1746007,Active
Unknown Quarry 101,Tamil Nadu,Granite,10.0,8.615339,77.8031158,Active
Unknown Quarry 102,Tamil Nadu,Granite,10.0,9.3527866,77.75649,Active
Unknown Quarry 103,Tamil Nadu,Granite,10.0,10.9924396,77.8946113,Active
Unknown Quarry 104,Tamil Nadu,Granite,10.0,10.9854832,77.8858888,Active
Unknown Quarry 105,Tamil Nadu,Granite,10.0,10.9863837,77.8713191,Active
Unknown Quarry 106,Tamil Nadu,Granite,10.0,10.9813939,77.8708202,Active
Unknown Quarry 107,Tamil Nadu,Granite,10.0,10.9648577,77.8520393,Active
Unknown Quarry 108,Tamil Nadu,Granite,10.0,12.4803242,79.8633635,Active
Unknown Quarry 109,Tamil Nadu,Granite,10.0,12.4765854,79.8484719,Active
Unknown Quarry 110,Tamil Nadu,clay,10.0,12.7040461,79.949742,Active
Unknown Quarry 111,Tamil Nadu,clay,10.0,12.707602,79.9480114,Active
Unknown Quarry 112,Tamil Nadu,clay,10.0,12.712984,79.9458549,Active
Unknown Quarry 113,Tamil Nadu,clay,10.0,12.7107587,79.9441329,Active
Unknown Quarry 114,Tamil Nadu,clay,10.0,12.7214626,79.9420917,Active
Unknown Quarry 115,Tamil Nadu,clay,10.0,12.7234483,79.9397313,Active
Unknown Quarry 116,Tamil Nadu,clay,10.0,12.7251621,79.9387349,Active
Unknown Quarry 117,Tamil Nadu,clay,10.0,12.7243261,79.9340746,Active
Unknown Quarry 118,Tamil Nadu,clay,10.0,12.7265932,79.9343562,Active
Unknown Quarry 119,Tamil Nadu,clay,10.0,12.6985029,79.9021788,Active
Unknown Quarry 120,Tamil Nadu,Granite,10.0,12.8423896,78.9358074,Active
Unknown Quarry 121,Tamil Nadu,Granite,10.0,12.8551784,78.8873277,Active
Unknown Quarry 122,Tamil Nadu,Granite,10.0,12.5729784,77.8798861,Active
Unknown Quarry 123,Tamil Nadu,Granite,10.0,12.5761984,77.8826112,Active
Unknown Quarry 124,Tamil Nadu,Granite,10.0,12.5612239,77.8703426,Active
Unknown Quarry 125,Tamil Nadu,Granite,10.0,12.5995067,77.9240083,Active
Unknown Quarry 126,Tamil Nadu,Granite,10.0,12.5923239,77.9084837,Active
Unknown Quarry 127,Tamil Nadu,Granite,10.0,12.6018312,77.9080116,Active
Unknown Quarry 128,Tamil Nadu,Granite,10.0,12.5979152,77.9033124,Active
Unknown Quarry 129,Tamil Nadu,Granite,10.0,12.6024175,77.8993213,Active
Unknown Quarry 130,Tamil Nadu,Granite,10.0,12.5796854,77.9282892,Active
Unknown Quarry 131,Tamil Nadu,Granite,10.0,12.5718423,77.9188799,Active
Unknown Quarry 132,Tamil Nadu,Granite,10.0,12.8013917,77.9434812,Active
Unknown Quarry 133,Tamil Nadu,Granite,10.0,12.7241588,77.950251,Active
Unknown Quarry 134,Tamil Nadu,Granite,10.0,12.720726,77.9345012,Active
Unknown Quarry 135,Tamil Nadu,Granite,10.0,12.7244726,77.9414105,Active
Unknown Quarry 136,Tamil Nadu,Granite,10.0,12.7314425,77.9461955,Active
Unknown Quarry 137,Tamil Nadu,Granite,10.0,12.7153102,77.9535341,Active
Unknown Quarry 138,Tamil Nadu,Granite,10.0,12.7066181,77.9598426,Active
Unknown Quarry 139,Tamil Nadu,Granite,10.0,12.7539413,77.9607439,Active
Unknown Quarry 140,Tamil Nadu,Granite,10.0,12.7304588,77.9146099,Active
Unknown Quarry 141,Tamil Nadu,Granite,10.0,12.7373028,77.9149532,Active
Unknown Quarry 142,Tamil Nadu,Granite,10.0,12.7316517,77.9240297,Active
Unknown Quarry 143,Tamil Nadu,Granite,10.0,12.7391864,77.941625,Active
Unknown Quarry 144,Tamil Nadu,Granite,10.0,12.755218,77.9526329,Active
Unknown Quarry 145,Tamil Nadu,Granite,10.0,12.7542344,77.9442429,Active
Unknown Quarry 146,Tamil Nadu,Granite,10.0,12.7034155,79.1821602,Active
Unknown Quarry 147,Tamil Nadu,Granite,10.0,12.6980986,79.2176699,Active
Unknown Quarry 148,Tamil Nadu,Granite,10.0,12.6977951,79.2232087,Active
Unknown Quarry 149,Tamil Nadu,Granite,10.0,8.1881627,77.5641069,Active
Unknown Quarry 150,Tamil Nadu,Granite,10.0,8.1924183,77.5549364,Active
Unknown Quarry 151,Tamil Nadu,Granite,10.0,8.167956,77.5160364,Active
Unknown Quarry 152,Tamil Nadu,Granite,10.0,8.1436726,77.5211955,Active
Unknown Quarry 153,Tamil Nadu,Granite,10.0,8.3272851,77.330642,Active
Unknown Quarry 154,Tamil Nadu,Granite,10.0,8.1900848,77.5212881,Active
Unknown Quarry 155,Tamil Nadu,Granite,10.0,8.1342652,77.3232579,Active
Unknown Quarry 156,Tamil Nadu,Granite,10.0,8.2144211,77.3671872,Active
Unknown Quarry 157,Tamil Nadu,Granite,10.0,8.2218966,77.3718864,Active
Unknown Quarry 158,Tamil Nadu,Granite,10.0,8.2242646,77.3681688,Active
Unknown Quarry 159,Tamil Nadu,Granite,10.0,8.2186792,77.3770952,Active
Unknown Quarry 160,Tamil Nadu,Granite,10.0,8.2667363,77.5760722,Active
Unknown Quarry 161,Tamil Nadu,Granite,10.0,8.128992,77.3154393,Active
avani Quarry,Tamil Nadu,Granite,10.0,8.4442395,77.2053265,Active
Unknown Quarry 163,Tamil Nadu,Granite,10.0,8.2328867,77.178719,Active
Unknown Quarry 164,Tamil Nadu,Granite,10.0,13.2346087,80.1268852,Active
Unknown Quarry 165,Tamil Nadu,Granite,10.0,10.3901495,78.7951577,Active
Unknown Quarry 166,Tamil Nadu,Granite,10.0,10.3920036,78.8076729,Active
Unknown Quarry 167,Tamil Nadu,Granite,10.0,10.4009501,78.7826049,Active
Unknown Quarry 168,Tamil Nadu,Granite,10.0,10.4206037,78.7727183,Active
Unknown Quarry 169,Tamil Nadu,Granite,10.0,10.6149663,78.9118016,Active
Unknown Quarry 170,Tamil Nadu,Granite,10.0,10.6248865,78.8529606,Active
Unknown Quarry 171,Tamil Nadu,Granite,10.0,12.0559184,78.5167109,Active
Unknown Quarry 172,Tamil Nadu,Granite,10.0,9.476937,77.7972686,Active
Unknown Quarry 173,Tamil Nadu,Granite,10.0,9.3591242,77.672621,Active
Unknown Quarry 174,Tamil Nadu,Granite,10.0,9.3749603,77.6946902,Active
Unknown Quarry 175,Tamil Nadu,Granite,10.0,9.3544609,77.6487064,Active
Unknown Quarry 176,Tamil Nadu,Granite,10.0,9.4412936,77.7012563,Active
Unknown Quarry 177,Tamil Nadu,Granite,10.0,9.2958986,77.7033913,Active
Unknown Quarry 178,Tamil Nadu,Granite,10.0,9.2948399,77.6967824,Active
Unknown Quarry 179,Tamil Nadu,Granite,10.0,12.9192278,80.0165401,Active
Unknown Quarry 180,Tamil Nadu,Granite,10.0,10.5618875,79.7469556,Active
Unknown Quarry 181,Tamil Nadu,Granite,10.0,11.3650285,79.2488976,Active
Unknown Quarry 182,Tamil Nadu,Granite,10.0,11.3787732,79.2548735,Active
Unknown Quarry 183,Tamil Nadu,limestone,10.0,11.3442926,79.23715,Active
Unknown Quarry 184,Tamil Nadu,Granite,10.0,11.3741887,79.2658371,Active
Unknown Quarry 185,Tamil Nadu,Granite,10.0,11.3720061,79.2605705,Active
Unknown Quarry 186,Tamil Nadu,Granite,10.0,11.3763504,79.2603769,Active
Unknown Quarry 187,Tamil Nadu,Granite,10.0,8.8882303,78.071959,Active
Unknown Quarry 188,Tamil Nadu,Granite,10.0,10.3838599,78.7781457,Active
Unknown Quarry 189,Tamil Nadu,Granite,10.0,10.6564509,78.5378909,Active
Unknown Quarry 190,Tamil Nadu,Granite,10.0,10.6554466,78.537612,Active
Unknown Quarry 191,Tamil Nadu,Granite,10.0,10.2104995,78.7100834,Active
Unknown Quarry 192,Tamil Nadu,Granite,10.0,10.2102711,78.708285,Active
Unknown Quarry 193,Tamil Nadu,Granite,10.0,10.5318691,78.7673968,Active
Unknown Quarry 194,Tamil Nadu,Granite,10.0,10.2108863,78.7071094,Active
Unknown Quarry 195,Tamil Nadu,Granite,10.0,10.21013,78.7065655,Active
Unknown Quarry 196,Tamil Nadu,Granite,10.0,10.422135,78.7917553,Active
Unknown Quarry 197,Tamil Nadu,clay,10.0,9.5870345,78.471584,Active
Unknown Quarry 198,Tamil Nadu,clay,10.0,9.8450207,78.209956,Active
Unknown Quarry 199,Tamil Nadu,Granite,10.0,9.8648853,78.3076474,Active
Unknown Quarry 200,Tamil Nadu,Granite,10.0,8.4102567,77.2273689,Active
Unknown Quarry 201,Tamil Nadu,Granite,10.0,8.4138228,77.2264194,Active
Unknown Quarry 202,Tamil Nadu,Granite,10.0,8.4119974,77.2451198,Active
Unknown Quarry 203,Tamil Nadu,Granite,10.0,8.4079324,77.2437143,Active
Unknown Quarry 204,Tamil Nadu,Granite,10.0,8.4055019,77.2355926,Active
Unknown Quarry 205,Tamil Nadu,Granite,10.0,8.3969578,77.2502696,Active
Unknown Quarry 206,Tamil Nadu,Granite,10.0,8.3984119,77.2454632,Active
Unknown Quarry 207,Tamil Nadu,Granite,10.0,8.3977539,77.2417187,Active
Unknown Quarry 208,Tamil Nadu,Granite,10.0,8.4343166,77.2025129,Active
Unknown Quarry 209,Tamil Nadu,Granite,10.0,8.429907,77.2001231,Active
Unknown Quarry 210,Tamil Nadu,sand,10.0,11.8573027,79.505471,Active
Unknown Quarry 211,Tamil Nadu,Granite,10.0,8.2687855,77.2302014,Active
Unknown Quarry 212,Tamil Nadu,Granite,10.0,8.2037067,77.2284391,Active
Unknown Quarry 213,Tamil Nadu,Granite,10.0,8.2810297,77.2431779,Active
Unknown Quarry 214,Tamil Nadu,Granite,10.0,8.2813588,77.1984037,Active
Unknown Quarry 215,Tamil Nadu,Granite,10.0,8.2403778,77.1837455,Active
Unknown Quarry 216,Tamil Nadu,Granite,10.0,8.3072447,77.249882,Active
Unknown Quarry 217,Tamil Nadu,Granite,10.0,8.3103606,77.2475297,Active
Unknown Quarry 218,Tamil Nadu,Granite,10.0,8.3020786,77.2531182,Active
Unknown Quarry 219,Tamil Nadu,Granite,10.0,8.2722202,77.2290051,Active
Unknown Quarry 220,Tamil Nadu,Granite,10.0,8.3225265,77.2443232,Active
Unknown Quarry 221,Tamil Nadu,Granite,10.0,8.3252667,77.2427192,Active
Unknown Quarry 222,Tamil Nadu,Granite,10.0,11.5600684,78.5060357,Active
Unknown Quarry 223,Tamil Nadu,Granite,10.0,11.6847769,79.0087333,Active
Unknown Quarry 224,Tamil Nadu,Granite,10.0,11.1995149,77.5672961,Active
Unknown Quarry 225,Tamil Nadu,Granite,10.0,11.7726236,77.7785763,Active
Unknown Quarry 226,Tamil Nadu,Granite,10.0,8.645538,77.6964819,Active
Unknown Quarry 227,Tamil Nadu,Granite,10.0,8.6395875,77.6908171,Active
Unknown Quarry 228,Tamil Nadu,Granite,10.0,8.6448062,77.6813448,Active
Unknown Quarry 229,Tamil Nadu,Granite,10.0,9.886421,77.2195291,Active
Unknown Quarry 230,Tamil Nadu,Granite,10.0,12.6274299,77.9528904,Active
Unknown Quarry 231,Tamil Nadu,Granite,10.0,12.6233364,77.9537057,Active
Unknown Quarry 232,Tamil Nadu,Granite,10.0,12.6646247,77.9492748,Active
Unknown Quarry 233,Tamil Nadu,Granite,10.0,12.6596211,77.9234612,Active
Unknown Quarry 234,Tamil Nadu,Granite,10.0,12.6466195,77.9231715,Active
Unknown Quarry 235,Tamil Nadu,Granite,10.0,12.6498439,77.8767854,Active
Unknown Quarry 236,Tamil Nadu,Granite,10.0,12.7134263,77.9014564,Active
Unknown Quarry 237,Tamil Nadu,Granite,10.0,12.6887728,77.907384,Active
Unknown Quarry 238,Tamil Nadu,Granite,10.0,12.6955605,77.9042405,Active
Unknown Quarry 239,Tamil Nadu,Granite,10.0,12.678913,77.8948796,Active
Unknown Quarry 240,Tamil Nadu,Granite,10.0,12.6778296,77.8999704,Active
Unknown Quarry 241,Tamil Nadu,Granite,10.0,12.6693928,77.8926104,Active
Unknown Quarry 242,Tamil Nadu,Granite,10.0,12.6624056,77.8996968,Active
Unknown Quarry 243,Tamil Nadu,Granite,10.0,12.6625522,77.892546,Active
Unknown Quarry 244,Tamil Nadu,Granite,10.0,11.8058483,77.7698081,Active
Unknown Quarry 245,Tamil Nadu,Granite,10.0,9.9265249,78.0389373,Active
Unknown Quarry 246,Tamil Nadu,Granite,10.0,13.0817826,79.4205469,Active
Unknown Quarry 247,Tamil Nadu,Granite,10.0,13.0802934,79.408359,Active
Unknown Quarry 248,Tamil Nadu,Granite,10.0,13.0721315,79.3688125,Active
Unknown Quarry 249,Tamil Nadu,Granite,10.0,13.0731661,79.3768966,Active
Unknown Quarry 250,Tamil Nadu,sand,10.0,11.077373,77.9640591,Active
Unknown Quarry 251,Tamil Nadu,Granite,10.0,12.8714705,79.2832634,Active
Unknown Quarry 252,Tamil Nadu,Granite,10.0,12.9378543,79.3931508,Active
Unknown Quarry 253,Tamil Nadu,Granite,10.0,9.8364545,78.0470229,Active
Unknown Quarry 254,Tamil Nadu,Granite,10.0,12.8499465,80.1126618,Active
Unknown Quarry 255,Tamil Nadu,Granite,10.0,10.0407055,77.8675678,Active
Unknown Quarry 256,Tamil Nadu,Granite,10.0,10.0481987,77.8445334,Active
Unknown Quarry 257,Tamil Nadu,Granite,10.0,12.6626974,77.8068948,Active
Unknown Quarry 258,Tamil Nadu,Granite,10.0,10.1449495,78.3569786,Active
Unknown Quarry 259,Tamil Nadu,Granite,10.0,10.1655245,78.3458903,Active
Unknown Quarry 260,Tamil Nadu,Granite,10.0,10.1708047,78.3282387,Active
Unknown Quarry 261,Tamil Nadu,Granite,10.0,10.16869,78.3410918,Active
Unknown Quarry 262,Tamil Nadu,Granite,10.0,11.4605385,77.9123408,Active
Unknown Quarry 263,Tamil Nadu,Granite,10.0,10.0040892,77.5453554,Active
Unknown Quarry 264,Tamil Nadu,Granite,10.0,10.0173901,77.5493996,Active
Unknown Quarry 265,Tamil Nadu,Granite,10.0,10.0195333,77.5417141,Active
Unknown Quarry 266,Tamil Nadu,Granite,10.0,10.0247919,77.560242,Active
Unknown Quarry 267,Tamil Nadu,Granite,10.0,9.3566469,77.4510276,Active
Unknown Quarry 268,Tamil Nadu,Granite,10.0,9.3632526,77.4402237,Active
Unknown Quarry 269,Tamil Nadu,Granite,10.0,9.4040774,77.5087944,Active
Unknown Quarry 270,Tamil Nadu,Granite,10.0,9.402577,77.5149071,Active
Unknown Quarry 271,Tamil Nadu,Granite,10.0,9.397401,77.5132978,Active
Neyveli I Coal Mine,Tamil Nadu,lignite,10.0,11.562244,79.505172,Active
Unknown Quarry 273,Tamil Nadu,Granite,10.0,10.652078,77.5639057,Active
Unknown Quarry 274,Tamil Nadu,Granite,10.0,10.6805243,77.571963,Active
Unknown Quarry 275,Tamil Nadu,Granite,10.0,10.6764652,77.5645065,Active
Unknown Quarry 276,Tamil Nadu,Granite,10.0,10.4929601,77.6832452,Active
Unknown Quarry 277,Tamil Nadu,Granite,10.0,11.0975025,77.42224,Active
Unknown Quarry 278,Tamil Nadu,Granite,10.0,11.0687548,77.5857584,Active
Unknown Quarry 279,Tamil Nadu,Granite,10.0,11.0872203,77.5377844,Active
Unknown Quarry 280,Tamil Nadu,Granite,10.0,11.0889531,77.5391905,Active
Unknown Quarry 281,Tamil Nadu,Granite,10.0,9.9458431,77.9893792,Active
Unknown Quarry 282,Tamil Nadu,Granite,10.0,9.9513805,77.9793075,Active
Unknown Quarry 283,Tamil Nadu,Granite,10.0,9.984476,77.9651132,Active
Unknown Quarry 284,Tamil Nadu,Granite,10.0,9.7914856,77.9624283,Active
Unknown Quarry 285,Tamil Nadu,Granite,10.0,11.2744187,78.9067483,Active
Unknown Quarry 286,Tamil Nadu,Granite,10.0,11.263318,78.8711661,Active
Unknown Quarry 287,Tamil Nadu,Granite,10.0,11.1192648,78.7902009,Active
Unknown Quarry 288,Tamil Nadu,Granite,10.0,11.1345923,78.8274622,Active
Unknown Quarry 289,Tamil Nadu,Granite,10.0,11.1301289,78.8120555,Active
Unknown Quarry 290,Tamil Nadu,Granite,10.0,11.1294131,78.8037729,Active
Unknown Quarry 291,Tamil Nadu,Granite,10.0,11.1562453,78.8463128,Active
Unknown Quarry 292,Tamil Nadu,Granite,10.0,11.2902273,78.9598668,Active
Unknown Quarry 293,Tamil Nadu,Granite,10.0,11.2650646,78.8534099,Active
Unknown Quarry 294,Tamil Nadu,Granite,10.0,11.1154749,78.8428902,Active
Unknown Quarry 295,Tamil Nadu,Granite,10.0,11.2222679,78.9200735,Active
Unknown Quarry 296,Tamil Nadu,Granite,10.0,11.2336123,78.9089906,Active
Unknown Quarry 297,Tamil Nadu,Granite,10.0,11.334029,78.9464503,Active
Unknown Quarry 298,Tamil Nadu,Granite,10.0,11.2916634,78.8203489,Active
Unknown Quarry 299,Tamil Nadu,limestone,10.0,11.0442997,79.1671801,Active
Unknown Quarry 300,Tamil Nadu,Granite,10.0,11.2653488,78.8403797,Active
Unknown Quarry 301,Tamil Nadu,Granite,10.0,11.2904745,79.1963142,Active
Unknown Quarry 302,Tamil Nadu,Granite,10.0,11.2290662,79.1918349,Active
Unknown Quarry 303,Tamil Nadu,Granite,10.0,11.1195543,79.1333574,Active
Unknown Quarry 304,Tamil Nadu,Granite,10.0,10.7428742,78.1868112,Active
Unknown Quarry 305,Tamil Nadu,Granite,10.0,10.7440206,78.1789175,Active
Unknown Quarry 306,Tamil Nadu,Granite,10.0,11.5755365,78.1477917,Active
Unknown Quarry 307,Tamil Nadu,Granite,10.0,11.5733174,78.1485388,Active
Unknown Quarry 308,Tamil Nadu,Granite,10.0,10.7424632,78.1823614,Active
Unknown Quarry 309,Tamil Nadu,Granite,10.0,11.0681153,77.2621787,Active
Unknown Quarry 310,Tamil Nadu,Granite,10.0,10.9956929,77.1087891,Active
Unknown Quarry 311,Tamil Nadu,Granite,10.0,10.7385734,78.400079,Active
Unknown Quarry 312,Tamil Nadu,Granite,10.0,10.8934368,77.8889184,Active
Unknown Quarry 313,Tamil Nadu,Granite,10.0,10.8847647,77.8611347,Active
Unknown Quarry 314,Tamil Nadu,Granite,10.0,10.8070622,77.9393895,Active
Unknown Quarry 315,Tamil Nadu,Granite,10.0,10.9896776,77.9750307,Active
Unknown Quarry 316,Tamil Nadu,Granite,10.0,10.9827171,77.9813621,Active
Unknown Quarry 317,Tamil Nadu,Granite,10.0,10.9737553,77.9836392,Active
Unknown Quarry 318,Tamil Nadu,Granite,10.0,10.805077,77.9513374,Active
Unknown Quarry 319,Tamil Nadu,Granite,10.0,10.8278159,77.9435589,Active
Unknown Quarry 320,Tamil Nadu,Granite,10.0,10.943475,77.883971,Active
Unknown Quarry 321,Tamil Nadu,Granite,10.0,10.9604101,77.8284896,Active
Unknown Quarry 322,Tamil Nadu,Granite,10.0,10.9749033,78.0003467,Active
Unknown Quarry 323,Tamil Nadu,Granite,10.0,10.0564175,78.0166832,Active
Unknown Quarry 324,Tamil Nadu,Granite,10.0,10.0699441,78.0062663,Active
Unknown Quarry 325,Tamil Nadu,Granite,10.0,12.7954595,79.8686689,Active
