mine_id,mine_name,district,mine_type,latitude,longitude,elevation,slope_angle,rock_type,weathering_grade,joint_density,rainfall_mm,temperature_c,humidity,wind_speed,risk_score
TN_030,Mine_30,Kanchipuram,Magnesite,12.709783605329509,78.80843690099299,1424.9145103784867,66.51341930523179,Sandstone,2,0.3450716692482695,1685.020338187784,33.97384232478485,40.06159175832129,10.614076627108165,52.662379726895956
TN_031,Mine_31,Perambalur,Magnesite,10.224794699172046,79.29988964975058,535.0121011390615,10.298878228149269,Shale,5,0.9076873688369957,1535.8403486684608,31.02818981785179,69.91636325612134,3.2383996034101417,24.606965879799823
TN_032,Mine_32,Cuddalore,Granite,12.88273554318528,78.52485514537261,693.9924315872421,8.668901312370636,Granite,3,0.5739206199933644,1281.9510011203542,24.2208644086629,70.36532241313355,10.477602191895693,47.66954750411592
TN_033,Mine_33,Salem,Magnesite,12.68010646822132,79.55513760796636,897.1810967521291,54.6644547537673,Shale,2,0.8206747943375089,630.0578177932754,23.789736409413276,52.37699778016876,6.057924737053812,39.43653238183502
TN_034,Mine_34,Kallakurichi,Bauxite,13.145992468215212,77.16700644692077,544.6802390526205,32.79307265803314,Granite,1,0.9810382920543651,1937.2561895058955,20.07623209727039,67.9206336291599,7.187597299782444,54.941423843045335
TN_035,Mine_35,Kallakurichi,Magnesite,12.31937358112669,78.98113023672927,840.1440692237634,21.730463286281136,Shale,5,0.8558099735109135,1637.588620918522,30.435714392746252,51.277007122186774,13.153821300995174,74.68757161358226
TN_036,Mine_36,Villupuram,Granite,11.679435400928257,77.55526256674872,1164.3723991497707,51.371994757739074,Sandstone,4,0.8802943840103712,1458.424078001393,20.731753725097597,48.041273453909504,2.1173952536841534,71.54909070992744
TN_037,Mine_37,Perambalur,Granite,11.193776417900501,77.42057626731975,1494.8990287758031,32.3250568365236,Granite,5,0.4671860458283602,1638.5537683082748,27.98903779101143,72.57597334011324,9.649364233427871,52.12341324853343
TN_038,Mine_38,Perambalur,Garnet,10.047555216089588,78.1965788335074,1546.0299635617148,47.98107333712561,Limestone,4,0.5965503357334058,1586.1549939097079,34.431829588880746,56.296273197603746,9.783281741301398,82.23934188170581
TN_039,Mine_39,Krishnagiri,Bauxite,13.17073393351778,77.32129673034704,1654.4411861595515,41.80953271868576,Limestone,5,0.32849970763897385,1455.8473696842302,21.642032900816808,69.51319694428112,7.156577092466305,43.08620915380333
TN_040,Mine_40,Perambalur,Limestone,13.355151102154245,77.32954945893997,1501.212731039431,51.78128847593229,Shale,5,0.27650178972410755,1970.8652002699823,33.41719896452101,61.662337448582775,5.08136214240837,89.67142898401224
TN_041,Mine_41,Tiruvallur,Limestone,9.561565361056061,78.08994658286953,1378.0268828389726,37.02403911282251,Limestone,5,0.5549570911954305,1855.0457189540375,34.87213002717572,89.2175703701452,5.050762497400164,7.12802700551639
TN_042,Mine_42,Tiruvannamalai,Magnesite,9.679501231894164,80.42828685017528,513.1376190203164,60.81340589575454,Granite,4,0.6355440817303786,1469.997378675745,20.922755393588524,47.47903213337829,13.488225705589784,95.46600300333074
TN_043,Mine_43,Cuddalore,Garnet,10.670875644724246,77.61365594461269,830.4346411004484,19.40538178794388,Limestone,4,0.4053441213065718,1539.7628171853871,33.24359403706192,63.22992983179051,7.746316859177147,65.46930814313482
TN_044,Mine_44,Krishnagiri,Iron Ore,10.46633278642436,77.06006385641112,981.5440372164439,60.720117298166315,Sandstone,5,0.6124991659871503,577.393709988065,27.74118530665425,74.02283131796626,6.301561718859235,38.00745089372053
TN_045,Mine_45,Vellore,Magnesite,13.469516044359514,79.67177548051369,211.63807730204073,37.93289714860225,Sandstone,2,0.8987144342621527,1504.8761968250587,33.5977057916687,59.77725419399843,7.83410845980824,19.715412657287736
TN_046,Mine_46,Krishnagiri,Garnet,8.9675888897254,79.82419541967772,1080.321736529558,74.94540838835337,Shale,3,0.6010494263050294,566.2481565651502,28.56978412879361,88.73499259353449,10.702075218971698,47.91832294435999
TN_047,Mine_47,Tiruvallur,Bauxite,8.099414499885365,78.2120651238129,900.8548716327841,46.21888438913687,Granite,3,0.748731786679456,1382.3956354548966,29.93168015159847,76.09438139634676,3.894835387181772,19.4558323185301
TN_048,Mine_48,Vellore,Bauxite,10.71641543350889,78.62635834528864,1614.1130356021315,82.84882794160835,Sandstone,3,0.8247834706221145,1999.0302493487522,28.156683619960987,72.84919287822466,7.84263985777859,16.633160774314216
TN_049,Mine_49,Cuddalore,Bauxite,8.983524900717308,79.27420788924967,1956.9063040708281,53.154831643276815,Sandstone,4,0.9898559037598985,1333.7098721557695,32.967393204610225,77.85296338056116,9.64249682443503,61.73517574129742
TN_050,Mine_50,Tiruvallur,Bauxite,10.01557831520573,77.16820623468962,1134.2098253530398,22.907925272505647,Granite,4,0.6428776619592816,1209.815177122,31.008648784305528,87.63243190193586,14.331583613068638,52.30847245817847
TN_051,Mine_51,Dharmapuri,Bauxite,12.092937876811092,80.32201006056985,679.2384571412881,70.74325094755594,Limestone,2,0.8261651340663274,969.2822847583814,27.818904682706226,85.39093264923201,5.28286116698045,67.00960346109417
TN_052,Mine_52,Tiruvannamalai,Garnet,11.96516958338671,80.10338135554316,134.6315274314369,32.60661022579094,Limestone,3,0.9663843866993872,680.7838681796967,33.022412060773206,76.21426540632059,6.670259722911192,92.96058774219892
TN_053,Mine_53,Cuddalore,Garnet,9.69433435518814,77.913127681696,1853.0544939360122,32.80953715861468,Shale,3,0.9499687530195461,1596.5355071874224,23.679282983830017,77.45808195506416,6.931661668991509,53.226021333904015
TN_054,Mine_54,Perambalur,Granite,10.983971268051945,77.05356589101635,1842.275644793386,7.5443745188132105,Limestone,5,0.22697366389994222,788.8985416784457,22.36010989553789,47.296103701757275,9.871996049383476,58.09320532627977
TN_055,Mine_55,Dharmapuri,Limestone,10.79847742261318,80.26702707827819,543.3308275790203,48.89722473659269,Granite,4,0.4657530774461698,672.9230318709266,22.40600157995108,45.13962022463328,6.637516689520021,8.962633915494212
TN_056,Mine_56,Villupuram,Bauxite,11.499829400022424,78.75363959370341,1406.0516900579628,47.75388029860184,Sandstone,3,0.3915910549961197,1132.6439895957687,25.010133181178567,68.54522509220821,8.935655028896043,71.76357859086295
TN_057,Mine_57,Cuddalore,Iron Ore,9.377540002330713,78.88782106940022,197.09736682505007,33.47931874175889,Limestone,2,0.17823251345531438,1693.0127569386461,23.580350469515263,40.918381847027,12.163274287985383,39.99052068041562
TN_058,Mine_58,Villupuram,Garnet,11.244289661582991,79.3938731928935,374.1200922230432,76.53738103167406,Shale,2,0.6699166974198645,1617.5968221803305,33.95135525764608,64.11781907757958,11.170012723458647,97.67252386625789
TN_059,Mine_59,Vellore,Iron Ore,13.38391072051255,79.1554790753647,472.77775784365787,15.299871863971513,Limestone,3,0.7623141518764021,582.3239219697124,21.58751140742876,50.51747899594343,7.802792404663612,82.31740155956602
TN_060,Mine_60,Dharmapuri,Iron Ore,10.677081841277003,80.30362061596264,624.2631963368882,31.407961064812433,Granite,4,0.8633152859201951,1182.715527554234,30.484861070593816,57.300828382241974,13.234810309764196,52.24810405161183
TN_061,Mine_61,Tiruvannamalai,Iron Ore,12.983543332452047,80.30488058993808,1991.8711813072728,30.726621174402318,Shale,2,0.21049920069643765,1283.6518641067535,22.83832309677509,78.79023678964779,9.255823244720219,12.322265417216604
TN_062,Mine_62,Perambalur,Granite,10.389169010307358,80.03519626744252,1409.003858934439,12.383246898299687,Limestone,5,0.8887996682877645,1466.8199759387333,33.224556991555254,87.06187521161932,9.018775913528764,85.94157932805892
TN_063,Mine_63,Perambalur,Garnet,9.925431242320716,79.22741259106104,799.1935711894788,43.491631524503454,Shale,2,0.6786330072528279,1475.2510256648422,34.41972932277361,43.620813607317075,2.444440957209056,79.97810954240217
TN_064,Mine_64,Tiruvallur,Iron Ore,11.548068491168106,79.8033225313884,1487.3463763938876,60.02277736768664,Granite,1,0.7335515216246585,1047.0458741859588,26.982050131549755,66.71211029882225,14.8270087446431,18.4585129537033
TN_065,Mine_65,Perambalur,Bauxite,11.679082328147048,79.37008919834044,1834.7459662547574,45.9325610837809,Sandstone,1,0.9195616031862736,1341.015791005271,33.18607220342197,84.12667429097999,3.5986205108851474,29.527828922031006
TN_066,Mine_66,Chennai,Magnesite,12.752921607895466,79.00678464585177,1919.4696944453,17.558214617295498,Granite,4,0.662285143938926,1221.5928257661296,20.07717756132072,44.12542672202106,5.004701861559406,79.34072581478372
TN_067,Mine_67,Krishnagiri,Iron Ore,9.266018975328555,77.44975123631869,162.83460062752943,35.18287721936581,Granite,3,0.40227927143485154,1827.4975347849215,32.299203761121504,81.2257023448417,2.6720588841398505,18.522844654740965
TN_068,Mine_68,Salem,Granite,10.745563589366139,79.83921461857601,819.3175072858533,5.207601950691725,Granite,4,0.8425965982803938,1295.3976989523503,23.429377422873852,57.89006754641357,10.320038568879879,91.77524891713773
TN_069,Mine_69,Tiruvannamalai,Garnet,11.146023095650508,79.87223816510384,258.17432857497454,74.46408856284694,Granite,4,0.42675329097558146,1161.5482426222425,33.630519639040514,56.10473511096677,4.92111530064484,42.45274251963619
TN_070,Mine_70,Dharmapuri,Granite,12.227047078684699,79.1907888453555,704.5371263540783,11.761360614454555,Sandstone,4,0.1308052997384762,1106.728174522776,20.01680167220164,88.87331931573928,4.3401356871454055,8.703896258765864
TN_071,Mine_71,Chennai,Iron Ore,8.239820744649386,79.87149395319943,380.8758125963528,52.782246580434446,Sandstone,4,0.8475890559087248,1358.6416391501984,28.342726025596356,50.042954493114706,3.151222594902138,81.57486435042809
TN_072,Mine_72,Tiruvannamalai,Garnet,13.470027809385375,79.28019670150226,1311.3543052540115,83.90055966934521,Shale,5,0.410672930393148,1705.9654691013463,31.349537056774018,74.65969704113405,3.3430164426122038,37.35096830383876
TN_073,Mine_73,Dharmapuri,Magnesite,10.584694826950187,77.7233952595686,807.1233487802507,47.9272516789866,Limestone,5,0.7964510708812063,1307.6022355711814,23.88032496046862,81.07203640049332,9.600719105753655,52.6499194153781
TN_074,Mine_74,Kanchipuram,Iron Ore,9.537581879882172,77.95886394562397,497.31975412465187,78.92334072859465,Sandstone,2,0.4264821051993509,1492.4827626208123,22.896992968809396,42.05917476396358,10.946702256265741,11.230434441121917
TN_075,Mine_75,Kanchipuram,Granite,12.859217122464425,77.7510619189793,568.578953680266,23.889322649392348,Sandstone,1,0.8749612179772495,1606.7836503597875,21.261473367019768,73.51927291772061,7.165926850037213,0.2584014844982385
TN_076,Mine_76,Villupuram,Limestone,12.112453256435778,78.32040679129791,752.6729356502731,65.79643271500686,Limestone,4,0.29755947257286286,1280.2521648180978,24.896503647549395,87.57749871776635,8.238662060696953,63.79852057932977
TN_077,Mine_77,Tiruvannamalai,Bauxite,13.241895158631742,77.13637096308582,556.9022325658123,47.501260317882725,Sandstone,2,0.9770925386789829,1140.2255849822964,28.397664684632442,46.210998336402966,10.917580567778794,51.51751703337316
TN_078,Mine_78,Kanchipuram,Granite,9.819126675687825,79.16388859518263,933.8196513162205,62.641284911317186,Granite,1,0.8017828973092277,1814.9980667936743,21.737657851703865,84.81106513425192,2.2259372724112354,59.35385691231472
TN_079,Mine_79,Dharmapuri,Garnet,11.040207317595195,78.17793975211055,113.0161046638184,9.987309000899316,Granite,3,0.20281413332835715,1126.259126041838,25.650430429801983,69.7388318688468,6.200698541913621,79.37438503805163
TN_080,Mine_80,Villupuram,Iron Ore,11.147608580439611,79.2950292238326,595.5388389794441,16.819127352498136,Limestone,5,0.6091989579699044,1192.9142758633814,20.136086069790874,70.8302290931237,14.650270724914504,64.66059134228601
TN_081,Mine_81,Perambalur,Bauxite,13.391823710438251,78.34888817337948,851.8531057007632,15.64935428699826,Shale,1,0.9868305810175612,1985.5119700126656,32.280191307497624,70.64720874328029,9.541458986041086,17.477344282737718
TN_082,Mine_82,Dharmapuri,Iron Ore,8.414404408033706,79.38564784140476,1225.424669945432,59.973240432266486,Shale,3,0.523958907424433,500.3562853638269,21.92673077139787,54.941794316865696,5.304919538667413,36.07725191105998
TN_083,Mine_83,Villupuram,Garnet,9.6813336060795,78.19218599312484,578.3674029045033,72.5552538106903,Limestone,1,0.26389642493942495,778.2093643650837,24.250144223983725,86.76009076497299,8.78249060627077,90.58911047877604
TN_084,Mine_84,Tiruvannamalai,Iron Ore,9.050010671326904,77.91243084882566,309.7109941863119,64.969298560687,Limestone,5,0.5363005304353116,1075.9458348795886,20.27641578107326,87.36752313155193,6.4544953455719,76.9944700251679
TN_085,Mine_85,Chennai,Limestone,9.476611712895863,78.73613109002692,198.59074021836813,7.437772218687533,Granite,5,0.5612118902937294,1898.8848641378793,26.483611758387685,71.26523301069739,8.91918485474189,55.663705793671724
TN_086,Mine_86,Tiruvallur,Bauxite,10.669039308519736,79.42511625542178,1884.0370629139977,74.37719848597786,Shale,2,0.767518249805799,605.0445586212065,32.60182254111828,79.17113629708074,3.6346396534864347,25.56449978092723
TN_087,Mine_87,Perambalur,Bauxite,10.049777769017272,78.21917811558619,862.4461625900344,33.33173366345004,Sandstone,4,0.728961267844814,514.2281504427472,25.88226817167795,70.6128992940579,3.725290499650606,30.206050183479505
TN_088,Mine_88,Cuddalore,Garnet,10.170803067452097,80.27826853149497,1183.2671113026113,36.7731066003266,Granite,1,0.46229503923728255,579.0257539658429,22.6924598513575,64.21992237870202,3.866050706512107,73.19580675856345
TN_089,Mine_89,Chennai,Limestone,12.643172273994713,77.13715214336476,1842.3942760793411,13.389533322598473,Limestone,1,0.29622079674467783,632.8151159204272,31.305482510757788,73.04100591496254,14.217657295048943,85.11742608527709
TN_090,Mine_90,Vellore,Granite,13.115092591459575,78.46281111100453,211.35941906884696,63.99241648750553,Shale,3,0.6805487509923965,556.3951598093913,31.832104728061164,67.65007262959793,11.527685938437443,67.14246695306144
TN_091,Mine_91,Dharmapuri,Iron Ore,8.387288719672492,80.38653193032087,1759.4898975552958,19.582710278076647,Sandstone,5,0.47953354109795365,1219.6719902847572,22.606302129613503,69.8737931315965,4.110964630610171,80.95299757684418
TN_092,Mine_92,Vellore,Magnesite,9.149052946884481,78.9179015913683,1125.5963514609366,50.117207361506914,Sandstone,1,0.21904859001279736,1371.1358108409916,31.562811628114847,79.19162767094309,4.4485380889528185,76.6656135200406
TN_093,Mine_93,Chennai,Iron Ore,11.69128934253228,78.48214829807841,371.42680921715186,72.25679887023449,Granite,5,0.9105150711127471,907.5304566035061,34.20946832384507,64.04519157244924,11.500783173321393,14.970396795695773
TN_094,Mine_94,Villupuram,Iron Ore,9.972557297128901,78.98982099312485,851.9474773414697,12.136346296964495,Shale,1,0.722099671848689,1097.4310759634534,22.495663803984087,42.037705304623636,4.030129982298261,42.3944812913302
TN_095,Mine_95,Cuddalore,Granite,9.397900069883564,79.0157360134033,1566.3244532836898,47.82684512124188,Shale,2,0.7148654708009332,637.5490026671453,31.56476438798203,48.19997404947486,5.049296813352773,15.298380082856266
TN_096,Mine_96,Perambalur,Iron Ore,9.624098236304164,79.56076714354874,986.7216596393915,23.657312923984097,Limestone,4,0.8403254883205066,1004.5556957426331,30.62858006903944,61.93036082447692,14.523508826665187,23.52355848019848
TN_097,Mine_97,Perambalur,Limestone,9.774029203312303,77.44691405297863,1971.3077987977335,32.43414914226082,Shale,1,0.5766955107895729,1283.7787874517846,27.103608326526327,76.24132799370292,5.3189848214696145,86.92596246510526
TN_098,Mine_98,Perambalur,Limestone,12.66768387208571,77.87505757225637,784.6409913789845,42.91759531444449,Shale,5,0.8335489855622114,1598.4077107769676,20.868806908381973,69.66393241550894,10.601220554824907,47.289196563318214
TN_099,Mine_99,Cuddalore,Bauxite,8.75141732293116,79.03190404320368,1511.6776849533405,33.40834426234438,Granite,2,0.5482816781599051,505.01954306446885,21.120416266367812,72.5147092936727,14.722206736206894,53.53581018426608
TN_100,Mine_100,Salem,Garnet,11.899010483005652,80.03490812523403,816.3294255087753,56.90582722332608,Shale,1,0.16045785992413908,1200.9661498064788,32.78621988797971,63.96394642881437,6.865857972817304,17.844596522777213
TN_101,Mine_101,Cuddalore,Magnesite,11.040509872993493,78.9665334225032,1666.8702303777031,43.366568140340014,Sandstone,3,0.46472327922491985,945.5043146823233,34.8522255912597,70.78710109711214,2.227707881206809,31.2271786048796
TN_102,Mine_102,Tiruvallur,Iron Ore,9.630805790062892,77.83508900926618,1159.7088648732079,51.73595877713354,Granite,4,0.5477184045819016,1779.232732537852,30.140783857801317,56.45087189073311,5.173914775490865,23.024616842786994
TN_103,Mine_103,Cuddalore,Iron Ore,10.30879471045452,79.37945672965085,173.8480677005026,63.94579803159303,Granite,1,0.7481823234690662,1573.329972851363,26.68937460515482,63.50912963483326,12.80140348744217,20.61861645184264
TN_104,Mine_104,Chennai,Granite,9.40913818976952,79.58968066156581,121.80264189018318,49.61938127603499,Limestone,2,0.19592085711580692,1383.6628017063422,29.713604651028614,77.21395327974778,13.239914867415477,63.796079331597014
TN_105,Mine_105,Salem,Garnet,11.363325409761243,77.83382653341393,311.01163166123473,51.922834772860725,Shale,3,0.22601668479440412,915.8984685451603,28.915937888428182,83.59163894865605,11.990751738809285,25.68838476457148
TN_106,Mine_106,Perambalur,Limestone,8.448767992201322,78.32205110161703,76.66033141264471,50.1566834018113,Limestone,2,0.3373154223711548,1865.5086530863016,25.75418390608433,61.682766697819446,3.4704276479954492,63.201548602041846
TN_107,Mine_107,Chennai,Magnesite,8.028516745256928,78.87014615735697,196.9501676873015,35.30181007610315,Sandstone,2,0.339848554033794,567.6510158304848,20.984392168610196,42.18308288536806,12.341634832053241,5.845461410855391
TN_108,Mine_108,Chennai,Bauxite,11.4534192822175,78.73796416739077,1398.8430744793784,31.995746709753448,Granite,3,0.7589661206131562,664.2013980186728,32.32269421111161,48.08362720734013,13.942811360915556,14.177439352710186
TN_109,Mine_109,Kallakurichi,Limestone,9.068506744316233,78.36366330176722,1091.975236307453,76.97179177160098,Granite,2,0.32565759450543796,1087.445210810534,25.57750293858087,41.043056964576905,9.807924053101068,27.45402540001254
TN_110,Mine_110,Krishnagiri,Garnet,8.390175043499601,78.04172311078258,1512.325961466445,53.60441778348583,Granite,3,0.6697882570217027,686.6563359452846,32.28178465035641,72.6631509618665,14.231379632394843,59.70469168956917
TN_111,Mine_111,Salem,Bauxite,10.182311049676386,77.34994710506652,1830.6732169024035,24.548252437172362,Sandstone,1,0.5448464651244442,1934.6235463391374,23.787631245325734,56.61573126775545,12.748905488254406,67.5841245087376
TN_112,Mine_112,Chennai,Granite,8.279226920716683,77.18719853861579,1191.0415880346702,44.85981582791521,Sandstone,3,0.6159649403614605,1696.983983215075,20.0154421976845,67.12393178596838,10.670629720881795,44.27169667795271
TN_113,Mine_113,Krishnagiri,Granite,12.87639431922863,80.35489523909119,1465.9356459401038,31.42787850247312,Limestone,3,0.8542962668604662,888.4739774027205,22.384074249151347,64.66384233918998,9.503408077252725,44.579091457722896
TN_114,Mine_114,Krishnagiri,Iron Ore,8.151892245305376,79.96500100433457,1526.308343982789,79.69534590078996,Limestone,4,0.4639433513941219,1382.831343459868,27.028091251528764,44.076324477621334,6.531457674145616,72.45168513986181
TN_115,Mine_115,Salem,Garnet,11.183756925291572,78.24216816661952,786.8085710877835,5.602749050725979,Limestone,3,0.7938202393578434,1973.4957726201224,34.164554524367446,60.16306805619159,4.0707367881564664,1.582109176558244
TN_116,Mine_116,Kallakurichi,Magnesite,10.411607676599479,80.3488030979426,520.1154230427821,23.02662381700226,Shale,3,0.47983245359561866,1826.2984671972545,21.532904295405785,51.028056246116165,9.86440099497703,34.10900244742206
TN_117,Mine_117,Vellore,Bauxite,11.696143744123596,79.36869466548507,449.83839058772355,34.22854557392461,Granite,1,0.41848423890512454,1401.1976696632971,32.81314661692349,60.91998943338264,6.135450197035554,81.87070571192328
TN_118,Mine_118,Villupuram,Limestone,9.804839671111026,78.68882332374925,540.3127570480069,44.024784064699034,Granite,4,0.9627644595818985,1855.5859507629057,27.90536144317793,50.178914017112135,13.26370267785939,60.321941021337224
TN_119,Mine_119,Tiruvallur,Garnet,8.852728892002593,78.72558980220131,585.7270042005221,73.0654014268917,Limestone,5,0.2659338286110669,1983.7773647200383,32.38881148699845,82.02262031384667,14.91338018566217,33.722713275542034
TN_120,Mine_120,Villupuram,Garnet,13.400124885707921,77.29149543918341,454.0939155657101,12.03100996321151,Granite,1,0.18130326451984707,1615.0292343404362,24.47561646484989,48.70966682891268,11.781560914002442,90.55247923296739
TN_121,Mine_121,Cuddalore,Granite,12.614134261381498,77.32096451540468,1762.530301584425,69.46919093929148,Limestone,1,0.7938873329819307,597.479614224341,32.59920747008708,88.03902757434885,3.1762620387316596,77.26227274493826
TN_122,Mine_122,Perambalur,Iron Ore,12.732225400714213,79.10854324065392,1526.148307735846,9.452279148558027,Shale,5,0.16142473481868244,1102.3703546382312,31.592341700252067,60.79536830734704,5.752912741898296,26.48954472367334
TN_123,Mine_123,Tiruvallur,Iron Ore,9.376382482837252,78.9379606832103,141.44811219287885,72.38512282385453,Shale,3,0.8533710916327264,1756.7386029248682,23.450805245471507,82.31226460095246,3.4184252129547463,64.52898375257169
